entry_time,exit_time,direction,entry_price,exit_price,pnl,exit_reason
2025-11-14 15:53:00,2025-11-14 16:37:00,LONG,95342.97,96132.46,789.4900000000052,Take Profit
2025-11-14 17:15:00,2025-11-14 17:28:00,SHORT,96051.37,96803.89,-752.5200000000041,Stop Loss
2025-11-14 18:26:00,2025-11-14 19:36:00,LONG,96930.85,96443.29,-487.5600000000122,Stop Loss
2025-11-14 20:15:00,2025-11-14 20:22:00,LONG,96221.08,95866.17,-354.9100000000035,Stop Loss
2025-11-14 20:31:00,2025-11-14 20:37:00,LONG,96022.44,95701.6,-320.8399999999965,Stop Loss
2025-11-14 21:16:00,2025-11-14 22:22:00,LONG,95472.15,95039.86,-432.2899999999936,Stop Loss
2025-11-15 00:15:00,2025-11-15 00:28:00,SHORT,94869.59,95254.24,-384.65000000000873,Stop Loss
2025-11-15 00:53:00,2025-11-15 01:04:00,SHORT,94997.49,94477.32,520.1699999999983,Take Profit
2025-11-15 01:41:00,2025-11-15 02:07:00,LONG,94631.46,95160.95,529.4899999999907,Take Profit
2025-11-15 02:37:00,2025-11-15 03:16:00,SHORT,94935.45,95243.05,-307.6000000000058,Stop Loss
2025-11-15 05:37:00,2025-11-15 06:17:00,SHORT,96232.52,96489.19,-256.66999999999825,Stop Loss
2025-11-15 06:26:00,2025-11-15 07:54:00,SHORT,96184.08,96373.12,-189.0399999999936,Stop Loss
2025-11-15 09:26:00,2025-11-15 09:36:00,LONG,96347.92,96167.33,-180.5899999999965,Stop Loss
2025-11-15 09:44:00,2025-11-15 09:52:00,SHORT,96156.14,96332.11,-175.97000000000116,Stop Loss
