entry_time,exit_time,direction,entry_price,exit_price,pnl,exit_reason
2025-11-15 10:03:00,2025-11-15 10:53:00,SHORT,96083.59,95704.79,378.8000000000029,Take Profit
2025-11-15 11:13:00,2025-11-15 11:47:00,LONG,96059.66,95828.06,-231.60000000000585,Stop Loss
2025-11-15 11:48:00,2025-11-15 12:42:00,SHORT,95825.88,95982.99,-157.11000000000058,Stop Loss
2025-11-15 13:06:00,2025-11-15 13:51:00,SHORT,95807.41,95640.09,167.32000000000698,Take Profit
2025-11-15 14:15:00,2025-11-15 15:18:00,LONG,95773.57,95989.88,216.3099999999977,Take Profit
2025-11-15 16:25:00,2025-11-15 17:09:00,SHORT,96131.3,96388.79,-257.4899999999907,Stop Loss
2025-11-15 17:23:00,2025-11-15 17:25:00,SHORT,96208.24,96386.73,-178.4899999999907,Stop Loss
2025-11-15 17:33:00,2025-11-15 18:06:00,SHORT,96155.96,95838.04,317.9200000000128,Take Profit
2025-11-15 18:41:00,2025-11-15 19:08:00,LONG,96050.55,95920.95,-129.60000000000582,Stop Loss
2025-11-15 19:10:00,2025-11-15 19:23:00,SHORT,95905.61,96218.07,-312.4600000000064,Stop Loss
2025-11-15 19:24:00,2025-11-15 19:28:00,LONG,96276.66,95996.75,-279.9100000000035,Stop Loss
2025-11-15 19:30:00,2025-11-15 19:48:00,SHORT,95941.57,96202.0,-260.429999999993,Stop Loss
2025-11-15 20:20:00,2025-11-15 22:15:00,SHORT,96062.45,95823.48,238.97000000000114,Take Profit
2025-11-15 23:10:00,2025-11-15 23:30:00,LONG,95566.51,95376.27,-190.2399999999907,Stop Loss
2025-11-15 23:32:00,2025-11-15 23:51:00,SHORT,95375.78,95123.24,252.5399999999936,Take Profit
2025-11-16 00:05:00,2025-11-16 00:14:00,LONG,95349.75,95537.21,187.4600000000064,Take Profit
2025-11-16 00:48:00,2025-11-16 00:54:00,SHORT,95435.0,95572.1,-137.10000000000582,Stop Loss
2025-11-16 01:08:00,2025-11-16 01:16:00,SHORT,95483.41,95634.49,-151.08000000000175,Stop Loss
2025-11-16 01:42:00,2025-11-16 02:02:00,SHORT,95564.7,95651.68,-86.97999999999593,Stop Loss
2025-11-16 02:05:00,2025-11-16 02:15:00,SHORT,95452.97,95280.3,172.66999999999825,Take Profit
2025-11-16 02:44:00,2025-11-16 03:00:00,LONG,95447.61,95121.41,-326.1999999999971,Stop Loss
2025-11-16 03:01:00,2025-11-16 03:09:00,SHORT,95123.45,95387.16,-263.7100000000064,Stop Loss
2025-11-16 03:11:00,2025-11-16 03:33:00,LONG,95459.87,95080.82,-379.04999999998836,Stop Loss
2025-11-16 03:55:00,2025-11-16 04:28:00,LONG,95227.13,95716.51,489.3799999999901,Take Profit
2025-11-16 05:28:00,2025-11-16 07:09:00,SHORT,95805.56,95945.49,-139.93000000000757,Stop Loss
2025-11-16 07:40:00,2025-11-16 08:11:00,SHORT,95904.41,96031.97,-127.55999999999767,Stop Loss
2025-11-16 08:24:00,2025-11-16 08:58:00,SHORT,95909.59,95755.34,154.25,Take Profit
2025-11-16 09:20:00,2025-11-16 09:22:00,LONG,95961.82,95878.67,-83.15000000000873,Stop Loss
2025-11-16 09:24:00,2025-11-16 09:35:00,SHORT,95803.54,95909.26,-105.72000000000116,Stop Loss
2025-11-16 09:36:00,2025-11-16 10:00:00,LONG,95901.02,96172.64,271.61999999999534,Take Profit
2025-11-16 10:17:00,2025-11-16 10:22:00,SHORT,95857.63,96000.48,-142.84999999999127,Stop Loss
2025-11-16 10:44:00,2025-11-16 10:51:00,LONG,96034.26,95918.95,-115.30999999999767,Stop Loss
2025-11-16 11:20:00,2025-11-16 11:27:00,SHORT,95974.41,96059.7,-85.2899999999936,Stop Loss
2025-11-16 11:28:00,2025-11-16 11:50:00,LONG,96109.89,96255.96,146.07000000000698,Take Profit
2025-11-16 12:37:00,2025-11-16 13:10:00,SHORT,96440.72,96142.12,298.6000000000058,Take Profit
2025-11-16 14:07:00,2025-11-16 14:18:00,LONG,95703.21,95891.41,188.1999999999971,Take Profit
2025-11-16 14:34:00,2025-11-16 14:43:00,SHORT,95580.26,95796.33,-216.070000000007,Stop Loss
2025-11-16 14:44:00,2025-11-16 15:05:00,LONG,95816.71,95559.42,-257.29000000000815,Stop Loss
2025-11-16 15:10:00,2025-11-16 15:25:00,LONG,95810.1,95605.0,-205.10000000000582,Stop Loss
2025-11-16 16:05:00,2025-11-16 17:48:00,LONG,95442.44,95296.91,-145.52999999999884,Stop Loss
2025-11-16 18:56:00,2025-11-16 19:41:00,LONG,94354.11,94064.22,-289.8899999999994,Stop Loss
2025-11-16 20:01:00,2025-11-16 20:11:00,LONG,94669.86,95414.1,744.2400000000052,Take Profit
2025-11-16 21:12:00,2025-11-16 21:24:00,LONG,94449.44,94125.68,-323.7600000000093,Stop Loss
2025-11-16 21:41:00,2025-11-16 22:11:00,SHORT,94169.87,94361.26,-191.38999999999942,Stop Loss
2025-11-16 22:45:00,2025-11-16 23:04:00,SHORT,94277.5,93876.03,401.47000000000116,Take Profit
2025-11-17 00:21:00,2025-11-17 00:49:00,LONG,93450.29,94173.25,722.9600000000064,Take Profit
2025-11-17 01:03:00,2025-11-17 01:11:00,SHORT,93176.42,93732.83,-556.4100000000035,Stop Loss
2025-11-17 01:15:00,2025-11-17 02:53:00,LONG,93919.19,95142.71,1223.520000000004,Take Profit
2025-11-17 03:19:00,2025-11-17 04:11:00,SHORT,94937.45,95285.48,-348.02999999999884,Stop Loss
2025-11-17 04:42:00,2025-11-17 05:08:00,SHORT,94980.83,95191.46,-210.63000000000466,Stop Loss
2025-11-17 06:08:00,2025-11-17 06:15:00,SHORT,95356.72,95109.7,247.02000000000405,Take Profit
2025-11-17 06:28:00,2025-11-17 06:34:00,LONG,95475.6,95206.37,-269.2300000000105,Stop Loss
2025-11-17 06:35:00,2025-11-17 09:19:00,SHORT,95213.84,95461.5,-247.6600000000035,Stop Loss
2025-11-17 10:35:00,2025-11-17 11:02:00,SHORT,95736.89,95357.49,379.3999999999942,Take Profit
2025-11-17 11:18:00,2025-11-17 11:37:00,LONG,95794.57,95628.22,-166.35000000000582,Stop Loss
2025-11-17 11:40:00,2025-11-17 11:43:00,SHORT,95618.73,95750.54,-131.80999999999767,Stop Loss
2025-11-17 11:54:00,2025-11-17 12:11:00,SHORT,95618.95,95738.35,-119.40000000000875,Stop Loss
2025-11-17 12:12:00,2025-11-17 12:20:00,LONG,95782.33,95657.9,-124.43000000000757,Stop Loss
2025-11-17 12:22:00,2025-11-17 12:25:00,SHORT,95652.32,95762.65,-110.32999999998721,Stop Loss
2025-11-17 12:26:00,2025-11-17 12:28:00,LONG,95795.54,95686.33,-109.20999999999185,Stop Loss
2025-11-17 12:30:00,2025-11-17 12:34:00,SHORT,95569.51,95713.56,-144.0500000000029,Stop Loss
2025-11-17 12:36:00,2025-11-17 12:42:00,LONG,95810.92,95648.33,-162.5899999999965,Stop Loss
2025-11-17 12:54:00,2025-11-17 13:16:00,SHORT,95668.5,95794.19,-125.69000000000233,Stop Loss
2025-11-17 13:24:00,2025-11-17 13:33:00,SHORT,95699.95,95872.71,-172.7600000000093,Stop Loss
2025-11-17 13:43:00,2025-11-17 13:46:00,SHORT,95671.14,95430.86,240.27999999999884,Take Profit
2025-11-17 14:32:00,2025-11-17 14:36:00,LONG,95498.84,95347.99,-150.84999999999127,Stop Loss
2025-11-17 14:37:00,2025-11-17 14:40:00,SHORT,95348.31,95507.43,-159.11999999999534,Stop Loss
2025-11-17 14:42:00,2025-11-17 14:47:00,LONG,95505.71,95324.24,-181.47000000000116,Stop Loss
2025-11-17 16:16:00,2025-11-17 16:34:00,LONG,94173.69,94863.24,689.5500000000029,Take Profit
2025-11-17 16:59:00,2025-11-17 18:01:00,SHORT,94761.3,93710.5,1050.800000000003,Take Profit
2025-11-17 18:36:00,2025-11-17 18:52:00,LONG,93624.59,94291.83,667.2400000000052,Take Profit
2025-11-17 19:15:00,2025-11-17 19:40:00,SHORT,93727.69,93128.96,598.7299999999959,Take Profit
2025-11-17 20:47:00,2025-11-17 20:55:00,LONG,92936.27,92590.68,-345.59000000001106,Stop Loss
2025-11-17 22:20:00,2025-11-18 02:43:00,LONG,91807.98,91366.03,-441.9499999999971,Stop Loss
2025-11-18 02:53:00,2025-11-18 04:01:00,LONG,92021.16,91542.41,-478.75000000000006,Stop Loss
2025-11-18 04:30:00,2025-11-18 04:54:00,LONG,91621.87,91162.61,-459.25999999999476,Stop Loss
2025-11-18 05:41:00,2025-11-18 06:15:00,LONG,90831.73,90196.04,-635.6900000000023,Stop Loss
2025-11-18 06:59:00,2025-11-18 08:43:00,LONG,90072.39,89533.5,-538.8899999999994,Stop Loss
2025-11-18 09:10:00,2025-11-18 09:35:00,LONG,89802.68,90332.19,529.5100000000093,Take Profit
2025-11-18 11:05:00,2025-11-18 11:14:00,SHORT,90983.09,91170.56,-187.47000000000116,Stop Loss
2025-11-18 11:16:00,2025-11-18 11:22:00,LONG,91371.08,91112.36,-258.72000000000116,Stop Loss
2025-11-18 11:24:00,2025-11-18 11:48:00,SHORT,91041.4,91314.58,-273.18000000000757,Stop Loss
2025-11-18 12:24:00,2025-11-18 12:31:00,SHORT,91262.69,91514.51,-251.81999999999243,Stop Loss
2025-11-18 12:51:00,2025-11-18 12:56:00,SHORT,91312.71,91545.25,-232.53999999999363,Stop Loss
2025-11-18 13:15:00,2025-11-18 13:41:00,SHORT,91405.99,91596.75,-190.75999999999476,Stop Loss
2025-11-18 14:21:00,2025-11-18 14:25:00,LONG,91483.34,91236.18,-247.16000000000352,Stop Loss
2025-11-18 14:36:00,2025-11-18 14:41:00,LONG,91449.49,91819.79,370.29999999998836,Take Profit
2025-11-18 14:58:00,2025-11-18 15:04:00,SHORT,91432.75,91628.7,-195.9499999999971,Stop Loss
2025-11-18 15:09:00,2025-11-18 15:36:00,SHORT,91445.58,91103.38,342.1999999999971,Take Profit
2025-11-18 15:54:00,2025-11-18 16:32:00,LONG,91468.59,92090.06,621.4700000000012,Take Profit
2025-11-18 16:52:00,2025-11-18 17:13:00,SHORT,91480.79,92124.48,-643.6900000000023,Stop Loss
2025-11-18 18:06:00,2025-11-18 18:08:00,SHORT,92675.2,93115.25,-440.0500000000029,Stop Loss
2025-11-18 18:55:00,2025-11-18 19:28:00,SHORT,93452.35,92935.4,516.9500000000116,Take Profit
2025-11-18 19:42:00,2025-11-18 22:11:00,LONG,93301.31,92970.07,-331.2399999999907,Stop Loss
2025-11-18 22:23:00,2025-11-18 22:27:00,LONG,93180.95,93025.56,-155.38999999999942,Stop Loss
2025-11-18 23:12:00,2025-11-18 23:32:00,LONG,92973.47,92663.22,-310.25,Stop Loss
2025-11-19 00:09:00,2025-11-19 00:19:00,LONG,92822.86,93108.63,285.7700000000041,Take Profit
2025-11-19 00:58:00,2025-11-19 01:09:00,SHORT,93105.32,92853.99,251.33000000000175,Take Profit
2025-11-19 01:56:00,2025-11-19 02:02:00,LONG,92917.66,92682.34,-235.32000000000698,Stop Loss
2025-11-19 02:03:00,2025-11-19 02:17:00,SHORT,92673.75,92252.74,421.00999999999476,Take Profit
2025-11-19 02:44:00,2025-11-19 03:02:00,LONG,92610.81,92266.36,-344.4499999999971,Stop Loss
2025-11-19 03:03:00,2025-11-19 03:21:00,SHORT,92236.2,92582.87,-346.66999999999825,Stop Loss
2025-11-19 03:22:00,2025-11-19 05:35:00,LONG,92376.12,92039.34,-336.77999999999884,Stop Loss
2025-11-19 08:11:00,2025-11-19 08:50:00,LONG,90534.42,91027.65,493.229999999996,Take Profit
2025-11-19 10:19:00,2025-11-19 10:26:00,SHORT,91656.62,91843.05,-186.43000000000757,Stop Loss
2025-11-19 10:28:00,2025-11-19 10:38:00,LONG,91899.13,91706.57,-192.55999999999767,Stop Loss
2025-11-19 11:32:00,2025-11-19 14:57:00,LONG,91407.19,91773.54,366.34999999999127,Take Profit
2025-11-19 15:35:00,2025-11-19 16:09:00,SHORT,91522.05,91192.45,329.6000000000058,Take Profit
2025-11-19 16:17:00,2025-11-19 16:24:00,LONG,91411.63,91162.73,-248.90000000000873,Stop Loss
2025-11-19 16:34:00,2025-11-19 17:07:00,LONG,91453.45,92055.64,602.1900000000023,Take Profit
2025-11-19 17:23:00,2025-11-19 17:34:00,SHORT,91454.21,90716.33,737.8800000000047,Take Profit
2025-11-19 18:59:00,2025-11-19 19:11:00,LONG,89891.76,89533.56,-358.1999999999971,Stop Loss
2025-11-19 19:59:00,2025-11-19 20:18:00,LONG,89494.02,89206.23,-287.79000000000815,Stop Loss
2025-11-19 20:20:00,2025-11-19 21:38:00,SHORT,89237.36,88766.21,471.14999999999424,Take Profit
2025-11-19 21:55:00,2025-11-19 22:02:00,LONG,89059.3,88794.83,-264.47000000000116,Stop Loss
2025-11-19 22:19:00,2025-11-19 22:29:00,LONG,88985.87,89387.09,401.22000000000116,Take Profit
2025-11-20 00:06:00,2025-11-20 01:02:00,SHORT,90438.24,90743.89,-305.6499999999942,Stop Loss
2025-11-20 01:52:00,2025-11-20 01:55:00,SHORT,91317.66,91557.37,-239.70999999999188,Stop Loss
2025-11-20 02:05:00,2025-11-20 02:14:00,SHORT,91293.99,91485.92,-191.92999999999302,Stop Loss
2025-11-20 03:00:00,2025-11-20 03:06:00,SHORT,91896.85,92181.69,-284.8399999999965,Stop Loss
2025-11-20 04:12:00,2025-11-20 06:58:00,SHORT,92564.79,92847.21,-282.4200000000128,Stop Loss
2025-11-20 08:06:00,2025-11-20 08:18:00,LONG,92734.1,92596.49,-137.61000000000058,Stop Loss
2025-11-20 09:29:00,2025-11-20 09:45:00,LONG,91930.99,92191.84,260.84999999999127,Take Profit
2025-11-20 10:14:00,2025-11-20 10:34:00,SHORT,92124.45,92306.4,-181.9499999999971,Stop Loss
2025-11-20 10:35:00,2025-11-20 10:50:00,LONG,92310.44,92171.16,-139.27999999999884,Stop Loss
2025-11-20 10:51:00,2025-11-20 11:18:00,SHORT,92128.03,91939.6,188.42999999999302,Take Profit
2025-11-20 11:58:00,2025-11-20 12:10:00,LONG,91879.72,91626.18,-253.54000000000815,Stop Loss
2025-11-20 12:21:00,2025-11-20 13:23:00,LONG,91806.39,91636.7,-169.69000000000233,Stop Loss
2025-11-20 13:40:00,2025-11-20 13:54:00,LONG,91786.43,91994.59,208.1600000000035,Take Profit
2025-11-20 14:16:00,2025-11-20 14:49:00,SHORT,91762.07,91925.1,-163.02999999999884,Stop Loss
2025-11-20 15:02:00,2025-11-20 15:13:00,SHORT,91777.76,91986.39,-208.63000000000466,Stop Loss
2025-11-20 15:14:00,2025-11-20 15:19:00,LONG,92002.84,91784.31,-218.52999999999884,Stop Loss
2025-11-20 15:22:00,2025-11-20 15:30:00,SHORT,91860.45,92182.87,-322.41999999999825,Stop Loss
