timestamp,type,entry,sl,tp,volume,order_id,rsi,atr,session
2026-01-13T00:26:57.179699,SHORT,4615.54,4620.100714285714,4607.852857142858,1.0,35974460,47.27891596760678,1.8842857142857221,NY
2026-01-13T01:04:51.324298,SHORT,4615.38,4620.279285714286,4606.787142857143,1.0,35976111,46.49978992781157,2.075714285714249,NY
2026-01-13T04:56:03.927072,LONG,4594.1,4590.74,4599.32,1.0,35980500,53.98390933547923,1.3199999999999688,ASIAN
2026-01-13T06:07:07.180604,SHORT,4592.82,4600.773571428571,4580.094285714285,1.0,35980854,45.84179618656452,3.1814285714286337,ASIAN
