time,open,high,low,close,tick_volume,spread,real_volume
2025-11-17 01:45:00,4102.35,4102.95,4100.15,4100.21,364,3,0
2025-11-17 01:46:00,4100.18,4100.82,4098.57,4098.8,296,3,0
2025-11-17 01:47:00,4098.79,4102.16,4098.67,4101.13,231,3,0
2025-11-17 01:48:00,4101.13,4101.13,4099.11,4099.13,146,3,0
2025-11-17 01:49:00,4099.24,4099.44,4096.39,4096.55,266,3,0
2025-11-17 01:50:00,4096.55,4098.49,4096.55,4097.23,312,3,0
2025-11-17 01:51:00,4097.2,4097.71,4095.04,4095.21,394,0,0
2025-11-17 01:52:00,4095.23,4097.2,4093.66,4095.29,434,3,0
2025-11-17 01:53:00,4095.27,4099.2,4095.09,4099.19,374,3,0
2025-11-17 01:54:00,4099.15,4099.63,4098.49,4099.11,238,3,0
2025-11-17 01:55:00,4099.23,4099.67,4097.72,4099.31,180,3,0
2025-11-17 01:56:00,4099.32,4101.46,4098.24,4100.99,255,0,0
2025-11-17 01:57:00,4101.0,4101.11,4097.57,4097.59,365,3,0
2025-11-17 01:58:00,4097.59,4097.84,4095.61,4096.01,324,1,0
2025-11-17 01:59:00,4095.85,4097.67,4095.81,4096.03,493,3,0
2025-11-17 02:00:00,4096.06,4098.14,4094.29,4094.6,551,0,0
2025-11-17 02:01:00,4094.57,4095.03,4089.83,4090.88,647,0,0
2025-11-17 02:02:00,4090.81,4094.48,4090.81,4093.51,458,0,0
2025-11-17 02:03:00,4093.54,4094.79,4091.37,4091.37,410,3,0
2025-11-17 02:04:00,4091.38,4095.01,4091.38,4093.32,475,0,0
2025-11-17 02:05:00,4093.31,4094.15,4091.36,4091.69,354,3,0
2025-11-17 02:06:00,4091.7,4092.36,4090.93,4091.16,340,0,0
2025-11-17 02:07:00,4091.17,4091.48,4087.14,4090.26,747,0,0
2025-11-17 02:08:00,4090.27,4090.54,4086.96,4087.12,566,0,0
2025-11-17 02:09:00,4087.13,4089.46,4087.11,4088.67,473,0,0
2025-11-17 02:10:00,4088.56,4089.07,4086.05,4086.28,483,3,0
2025-11-17 02:11:00,4086.29,4087.81,4084.92,4086.85,615,1,0
2025-11-17 02:12:00,4086.83,4089.8,4086.79,4089.41,381,0,0
2025-11-17 02:13:00,4089.28,4089.28,4085.08,4085.53,350,0,0
2025-11-17 02:14:00,4085.54,4086.48,4083.99,4084.78,408,0,0
2025-11-17 02:15:00,4084.76,4087.11,4084.74,4086.38,352,1,0
2025-11-17 02:16:00,4086.37,4086.64,4083.87,4084.77,433,0,0
2025-11-17 02:17:00,4084.79,4086.92,4084.73,4085.41,381,0,0
2025-11-17 02:18:00,4085.52,4088.97,4085.31,4087.34,558,3,0
2025-11-17 02:19:00,4087.39,4088.18,4086.54,4087.32,354,3,0
2025-11-17 02:20:00,4087.31,4091.93,4087.31,4091.48,462,3,0
2025-11-17 02:21:00,4091.54,4091.6,4086.31,4086.48,565,0,0
2025-11-17 02:22:00,4086.46,4087.08,4085.3,4086.88,585,0,0
2025-11-17 02:23:00,4086.89,4087.49,4083.95,4085.89,387,0,0
2025-11-17 02:24:00,4085.87,4086.61,4085.12,4085.32,325,3,0
2025-11-17 02:25:00,4085.32,4087.27,4085.19,4086.37,330,3,0
2025-11-17 02:26:00,4086.38,4086.62,4085.29,4085.68,188,3,0
2025-11-17 02:27:00,4085.7,4085.72,4080.56,4082.34,496,0,0
2025-11-17 02:28:00,4082.27,4087.21,4081.77,4087.21,510,0,0
2025-11-17 02:29:00,4087.19,4088.27,4085.65,4086.44,330,3,0
2025-11-17 02:30:00,4086.52,4089.48,4086.38,4088.28,427,0,0
2025-11-17 02:31:00,4088.28,4089.82,4087.11,4088.4,438,0,0
2025-11-17 02:32:00,4088.37,4089.83,4087.82,4089.65,317,3,0
2025-11-17 02:33:00,4089.64,4090.5,4088.18,4089.0,396,0,0
2025-11-17 02:34:00,4088.85,4088.85,4086.88,4087.52,343,1,0
2025-11-17 02:35:00,4087.53,4088.39,4086.37,4087.03,485,2,0
2025-11-17 02:36:00,4087.0,4088.16,4085.86,4088.16,377,3,0
2025-11-17 02:37:00,4088.19,4089.96,4087.93,4088.32,301,3,0
2025-11-17 02:38:00,4088.35,4089.19,4086.11,4087.13,352,3,0
2025-11-17 02:39:00,4087.14,4089.17,4086.9,4088.14,480,0,0
2025-11-17 02:40:00,4088.17,4088.46,4087.31,4087.85,309,3,0
2025-11-17 02:41:00,4087.87,4089.11,4087.02,4087.23,405,3,0
2025-11-17 02:42:00,4087.25,4088.21,4085.0,4087.41,609,0,0
2025-11-17 02:43:00,4087.39,4091.61,4087.37,4091.53,543,0,0
2025-11-17 02:44:00,4091.54,4091.91,4088.2,4090.01,564,0,0
2025-11-17 02:45:00,4089.99,4090.59,4089.15,4089.93,468,3,0
2025-11-17 02:46:00,4089.92,4090.64,4088.92,4089.74,350,3,0
2025-11-17 02:47:00,4089.75,4089.76,4087.19,4088.25,493,3,0
2025-11-17 02:48:00,4088.27,4089.42,4087.97,4088.13,350,3,0
2025-11-17 02:49:00,4088.11,4091.0,4087.84,4090.79,445,0,0
2025-11-17 02:50:00,4090.78,4091.34,4088.77,4089.76,433,3,0
2025-11-17 02:51:00,4089.74,4091.04,4088.97,4089.73,503,3,0
2025-11-17 02:52:00,4089.72,4090.66,4089.34,4089.92,306,3,0
2025-11-17 02:53:00,4089.8,4089.87,4088.49,4088.49,239,3,0
2025-11-17 02:54:00,4088.39,4088.49,4086.38,4086.59,561,3,0
2025-11-17 02:55:00,4086.55,4086.69,4084.22,4086.11,711,0,0
2025-11-17 02:56:00,4086.1,4086.1,4084.14,4084.78,555,3,0
2025-11-17 02:57:00,4084.79,4086.19,4082.95,4083.59,643,0,0
2025-11-17 02:58:00,4083.6,4085.56,4083.54,4084.34,463,0,0
2025-11-17 02:59:00,4084.32,4084.32,4081.46,4083.1,506,3,0
2025-11-17 03:00:00,4083.05,4087.88,4082.38,4087.88,848,0,0
2025-11-17 03:01:00,4087.89,4090.42,4085.74,4086.79,804,1,0
2025-11-17 03:02:00,4087.11,4090.15,4085.04,4090.15,884,3,0
2025-11-17 03:03:00,4090.14,4090.14,4085.67,4088.42,764,3,0
2025-11-17 03:04:00,4088.43,4089.94,4087.47,4088.55,654,0,0
2025-11-17 03:05:00,4088.57,4090.38,4086.98,4086.98,649,3,0
2025-11-17 03:06:00,4086.96,4088.45,4085.39,4088.08,651,1,0
2025-11-17 03:07:00,4088.05,4089.99,4086.06,4089.58,724,3,0
2025-11-17 03:08:00,4089.65,4091.22,4088.68,4088.91,634,3,0
2025-11-17 03:09:00,4088.95,4090.39,4087.82,4090.08,556,0,0
2025-11-17 03:10:00,4090.06,4093.5,4088.47,4093.44,806,0,0
2025-11-17 03:11:00,4093.48,4094.01,4092.1,4093.4,592,3,0
2025-11-17 03:12:00,4093.38,4095.92,4093.38,4094.26,863,2,0
2025-11-17 03:13:00,4094.27,4095.6,4092.77,4092.97,666,0,0
2025-11-17 03:14:00,4092.96,4093.76,4091.2,4093.67,517,3,0
2025-11-17 03:15:00,4093.66,4093.82,4087.98,4088.01,747,3,0
2025-11-17 03:16:00,4087.99,4089.76,4085.99,4086.21,721,1,0
2025-11-17 03:17:00,4086.22,4088.63,4085.25,4086.99,586,3,0
2025-11-17 03:18:00,4087.01,4089.4,4086.85,4089.23,431,3,0
2025-11-17 03:19:00,4089.25,4089.33,4086.32,4088.64,574,3,0
2025-11-17 03:20:00,4088.61,4088.77,4086.79,4087.94,570,3,0
2025-11-17 03:21:00,4087.97,4089.28,4087.36,4088.25,479,0,0
2025-11-17 03:22:00,4088.31,4090.56,4087.67,4088.64,644,3,0
2025-11-17 03:23:00,4088.56,4091.94,4088.32,4091.88,748,3,0
2025-11-17 03:24:00,4091.9,4093.49,4091.81,4092.16,591,3,0
2025-11-17 03:25:00,4092.19,4094.48,4091.71,4093.35,444,3,0
2025-11-17 03:26:00,4093.41,4093.81,4091.49,4092.74,449,3,0
2025-11-17 03:27:00,4092.75,4094.42,4092.71,4094.2,374,3,0
2025-11-17 03:28:00,4094.19,4096.76,4093.82,4096.44,436,0,0
2025-11-17 03:29:00,4096.45,4096.86,4094.73,4095.87,520,3,0
2025-11-17 03:30:00,4095.88,4095.91,4094.07,4095.48,661,3,0
2025-11-17 03:31:00,4095.49,4096.32,4094.25,4094.78,631,3,0
2025-11-17 03:32:00,4094.9,4098.99,4094.18,4098.99,615,3,0
2025-11-17 03:33:00,4098.96,4099.36,4096.14,4098.0,817,0,0
2025-11-17 03:34:00,4097.97,4099.53,4096.84,4098.99,707,2,0
2025-11-17 03:35:00,4098.93,4101.67,4098.58,4101.55,759,0,0
2025-11-17 03:36:00,4101.41,4101.63,4099.92,4100.64,536,3,0
2025-11-17 03:37:00,4100.8,4100.99,4099.17,4100.37,595,3,0
2025-11-17 03:38:00,4100.36,4100.48,4097.7,4099.34,509,0,0
2025-11-17 03:39:00,4099.31,4101.22,4098.93,4101.2,450,3,0
2025-11-17 03:40:00,4101.17,4101.29,4100.09,4100.6,559,3,0
2025-11-17 03:41:00,4100.62,4100.66,4098.78,4098.96,428,3,0
2025-11-17 03:42:00,4098.96,4100.8,4098.16,4100.6,535,0,0
2025-11-17 03:43:00,4100.69,4100.83,4098.79,4099.09,525,0,0
2025-11-17 03:44:00,4099.1,4100.45,4098.43,4098.7,521,3,0
2025-11-17 03:45:00,4098.69,4099.47,4097.43,4097.43,513,3,0
2025-11-17 03:46:00,4097.45,4097.79,4095.33,4095.49,574,0,0
2025-11-17 03:47:00,4095.46,4096.55,4095.01,4095.93,775,0,0
2025-11-17 03:48:00,4095.94,4097.89,4095.94,4096.02,734,3,0
2025-11-17 03:49:00,4096.01,4096.65,4094.37,4094.51,635,0,0
2025-11-17 03:50:00,4094.5,4096.78,4094.47,4095.49,649,3,0
2025-11-17 03:51:00,4095.47,4095.7,4093.15,4093.32,594,3,0
2025-11-17 03:52:00,4093.3,4094.84,4092.47,4092.9,532,3,0
2025-11-17 03:53:00,4092.87,4094.76,4092.08,4094.3,424,3,0
2025-11-17 03:54:00,4094.31,4097.16,4093.6,4095.97,553,3,0
2025-11-17 03:55:00,4095.98,4097.31,4094.73,4095.14,745,0,0
2025-11-17 03:56:00,4095.19,4095.77,4093.57,4093.83,596,3,0
2025-11-17 03:57:00,4093.84,4093.93,4090.89,4090.89,489,3,0
2025-11-17 03:58:00,4090.79,4092.49,4090.66,4091.87,592,3,0
2025-11-17 03:59:00,4091.63,4091.63,4089.98,4091.24,563,3,0
2025-11-17 04:00:00,4091.21,4092.69,4089.91,4091.71,494,0,0
2025-11-17 04:01:00,4091.77,4092.23,4088.32,4088.66,585,3,0
2025-11-17 04:02:00,4088.64,4090.96,4088.45,4088.48,617,3,0
2025-11-17 04:03:00,4088.61,4088.69,4084.72,4085.88,794,3,0
2025-11-17 04:04:00,4085.75,4086.75,4083.51,4086.16,764,3,0
2025-11-17 04:05:00,4086.18,4087.79,4085.81,4087.49,629,3,0
2025-11-17 04:06:00,4087.51,4088.0,4085.96,4086.63,632,3,0
2025-11-17 04:07:00,4086.65,4089.3,4086.62,4089.21,630,3,0
2025-11-17 04:08:00,4089.23,4089.84,4088.46,4089.36,505,3,0
2025-11-17 04:09:00,4089.38,4089.57,4086.94,4087.97,437,3,0
2025-11-17 04:10:00,4087.95,4088.69,4085.81,4086.76,490,0,0
2025-11-17 04:11:00,4086.79,4088.82,4086.17,4087.95,448,3,0
2025-11-17 04:12:00,4087.99,4088.64,4086.63,4088.61,312,3,0
2025-11-17 04:13:00,4088.61,4090.31,4088.06,4090.13,378,3,0
2025-11-17 04:14:00,4090.24,4091.07,4088.14,4089.16,517,1,0
2025-11-17 04:15:00,4089.08,4089.37,4087.36,4088.1,326,3,0
2025-11-17 04:16:00,4088.11,4089.58,4087.76,4088.69,397,3,0
2025-11-17 04:17:00,4088.71,4089.16,4087.11,4088.44,392,0,0
2025-11-17 04:18:00,4088.42,4088.69,4086.47,4088.41,370,3,0
2025-11-17 04:19:00,4088.42,4088.66,4086.62,4087.31,279,3,0
2025-11-17 04:20:00,4087.27,4088.74,4086.5,4088.14,304,3,0
2025-11-17 04:21:00,4088.25,4090.13,4087.15,4088.71,357,3,0
2025-11-17 04:22:00,4088.71,4089.63,4087.68,4087.73,306,3,0
2025-11-17 04:23:00,4087.79,4088.98,4087.2,4087.67,312,3,0
2025-11-17 04:24:00,4087.68,4087.68,4086.02,4087.0,556,3,0
2025-11-17 04:25:00,4086.98,4088.78,4086.0,4088.63,471,3,0
2025-11-17 04:26:00,4088.62,4089.06,4086.16,4086.73,408,3,0
2025-11-17 04:27:00,4086.69,4089.4,4086.15,4088.85,524,3,0
2025-11-17 04:28:00,4088.85,4090.29,4088.09,4090.2,345,3,0
2025-11-17 04:29:00,4090.25,4092.41,4090.25,4091.8,387,3,0
2025-11-17 04:30:00,4091.78,4093.74,4091.38,4092.61,540,3,0
2025-11-17 04:31:00,4092.64,4092.99,4089.14,4089.28,546,3,0
2025-11-17 04:32:00,4089.28,4091.43,4089.06,4090.54,462,3,0
2025-11-17 04:33:00,4090.56,4090.79,4088.68,4089.94,423,3,0
2025-11-17 04:34:00,4089.92,4090.63,4088.62,4089.22,421,3,0
2025-11-17 04:35:00,4089.08,4090.48,4088.95,4089.56,489,3,0
2025-11-17 04:36:00,4089.55,4089.55,4085.35,4087.41,529,3,0
2025-11-17 04:37:00,4087.39,4089.42,4085.79,4086.86,736,3,0
2025-11-17 04:38:00,4086.82,4088.34,4086.35,4087.27,739,3,0
2025-11-17 04:39:00,4087.22,4088.32,4086.27,4086.98,473,3,0
2025-11-17 04:40:00,4086.97,4088.53,4086.55,4087.13,395,3,0
2025-11-17 04:41:00,4087.11,4088.47,4086.46,4087.75,353,3,0
2025-11-17 04:42:00,4087.75,4088.88,4086.37,4086.37,453,3,0
2025-11-17 04:43:00,4086.39,4088.25,4086.39,4088.11,426,4,0
2025-11-17 04:44:00,4088.14,4089.85,4087.59,4088.28,573,3,0
2025-11-17 04:45:00,4088.27,4089.01,4087.45,4088.44,447,3,0
2025-11-17 04:46:00,4088.44,4089.19,4087.22,4088.04,397,3,0
2025-11-17 04:47:00,4088.08,4088.95,4086.6,4087.81,583,0,0
2025-11-17 04:48:00,4087.83,4089.61,4086.98,4089.11,567,0,0
2025-11-17 04:49:00,4089.12,4089.26,4085.89,4086.97,668,3,0
2025-11-17 04:50:00,4086.96,4088.61,4083.85,4087.78,792,3,0
2025-11-17 04:51:00,4087.79,4088.1,4084.15,4084.49,805,3,0
2025-11-17 04:52:00,4084.52,4084.52,4081.6,4082.67,853,3,0
2025-11-17 04:53:00,4082.64,4085.16,4082.21,4084.39,657,3,0
2025-11-17 04:54:00,4084.38,4086.2,4084.02,4085.19,438,3,0
2025-11-17 04:55:00,4085.24,4085.24,4082.69,4083.18,385,3,0
2025-11-17 04:56:00,4083.18,4084.87,4082.65,4083.17,372,3,0
2025-11-17 04:57:00,4083.18,4085.75,4083.01,4084.09,490,3,0
2025-11-17 04:58:00,4084.1,4084.24,4082.61,4082.86,539,3,0
2025-11-17 04:59:00,4082.9,4083.06,4080.61,4081.69,625,3,0
2025-11-17 05:00:00,4081.63,4081.63,4071.78,4071.98,957,0,0
2025-11-17 05:01:00,4072.07,4074.04,4069.89,4073.97,1040,0,0
2025-11-17 05:02:00,4073.77,4077.73,4073.46,4076.19,712,3,0
2025-11-17 05:03:00,4076.23,4081.51,4076.23,4080.65,690,3,0
2025-11-17 05:04:00,4080.76,4081.23,4078.48,4079.42,590,3,0
2025-11-17 05:05:00,4079.44,4082.86,4079.4,4079.73,635,0,0
2025-11-17 05:06:00,4079.73,4079.8,4075.87,4078.97,666,3,0
2025-11-17 05:07:00,4078.93,4079.0,4076.92,4078.62,606,0,0
2025-11-17 05:08:00,4078.62,4080.29,4077.72,4077.72,499,3,0
2025-11-17 05:09:00,4077.74,4078.77,4075.66,4078.3,620,3,0
2025-11-17 05:10:00,4078.29,4078.95,4076.07,4076.35,542,0,0
2025-11-17 05:11:00,4076.33,4078.03,4075.88,4076.91,550,0,0
2025-11-17 05:12:00,4076.94,4081.68,4076.85,4080.29,517,3,0
2025-11-17 05:13:00,4080.31,4080.79,4079.0,4079.8,532,3,0
2025-11-17 05:14:00,4079.81,4080.43,4077.77,4080.08,536,3,0
2025-11-17 05:15:00,4080.07,4081.46,4078.31,4079.31,636,3,0
2025-11-17 05:16:00,4079.28,4084.07,4078.75,4082.67,677,3,0
2025-11-17 05:17:00,4082.68,4085.56,4081.09,4085.55,642,3,0
2025-11-17 05:18:00,4085.55,4085.84,4082.58,4083.71,607,3,0
2025-11-17 05:19:00,4083.76,4083.83,4079.36,4079.73,685,3,0
2025-11-17 05:20:00,4079.73,4081.13,4078.28,4078.88,518,3,0
2025-11-17 05:21:00,4078.85,4080.79,4078.74,4079.43,642,3,0
2025-11-17 05:22:00,4079.43,4079.72,4077.5,4078.14,548,3,0
2025-11-17 05:23:00,4078.13,4079.79,4077.11,4077.26,548,3,0
2025-11-17 05:24:00,4077.25,4077.46,4075.74,4077.29,596,3,0
2025-11-17 05:25:00,4077.31,4078.99,4077.24,4077.88,505,3,0
2025-11-17 05:26:00,4077.91,4078.39,4076.38,4076.95,487,3,0
2025-11-17 05:27:00,4076.96,4080.09,4076.2,4080.0,647,0,0
2025-11-17 05:28:00,4079.95,4080.95,4079.03,4079.32,522,3,0
2025-11-17 05:29:00,4079.31,4080.56,4078.71,4080.34,505,0,0
2025-11-17 05:30:00,4080.36,4080.44,4077.81,4078.5,485,3,0
2025-11-17 05:31:00,4078.51,4080.18,4078.46,4079.73,349,3,0
2025-11-17 05:32:00,4079.64,4080.17,4078.42,4079.33,381,3,0
2025-11-17 05:33:00,4079.3,4080.7,4078.77,4079.66,492,3,0
2025-11-17 05:34:00,4079.7,4080.18,4078.8,4080.12,260,0,0
2025-11-17 05:35:00,4080.13,4081.95,4080.1,4081.35,426,3,0
2025-11-17 05:36:00,4081.4,4082.67,4080.61,4081.53,492,3,0
2025-11-17 05:37:00,4081.54,4082.75,4080.56,4080.85,398,3,0
2025-11-17 05:38:00,4080.88,4082.35,4080.88,4081.69,306,3,0
2025-11-17 05:39:00,4081.71,4082.24,4080.17,4081.89,363,3,0
2025-11-17 05:40:00,4081.87,4081.89,4080.59,4081.68,198,3,0
2025-11-17 05:41:00,4081.56,4082.15,4080.41,4081.99,233,3,0
2025-11-17 05:42:00,4081.94,4082.16,4081.06,4081.59,307,3,0
2025-11-17 05:43:00,4081.52,4082.73,4081.13,4082.05,225,3,0
2025-11-17 05:44:00,4082.02,4083.09,4082.02,4082.86,300,3,0
2025-11-17 05:45:00,4082.84,4083.06,4081.12,4081.99,276,3,0
2025-11-17 05:46:00,4082.01,4083.54,4081.56,4083.4,373,3,0
2025-11-17 05:47:00,4083.42,4083.96,4082.62,4083.69,416,3,0
2025-11-17 05:48:00,4083.67,4084.31,4082.24,4082.91,352,3,0
2025-11-17 05:49:00,4082.96,4083.09,4081.94,4082.41,231,3,0
2025-11-17 05:50:00,4082.4,4082.68,4080.87,4081.45,306,3,0
2025-11-17 05:51:00,4081.45,4083.14,4081.16,4081.89,369,3,0
2025-11-17 05:52:00,4081.9,4084.14,4081.71,4084.1,316,3,0
2025-11-17 05:53:00,4084.2,4084.98,4084.05,4084.59,196,3,0
2025-11-17 05:54:00,4084.6,4084.87,4082.76,4084.3,467,0,0
2025-11-17 05:55:00,4084.31,4084.93,4082.6,4083.41,507,0,0
2025-11-17 05:56:00,4083.43,4084.2,4082.24,4082.89,350,3,0
2025-11-17 05:57:00,4082.9,4083.49,4082.08,4082.27,220,3,0
2025-11-17 05:58:00,4082.39,4083.1,4082.07,4082.95,254,3,0
2025-11-17 05:59:00,4082.96,4084.36,4082.76,4082.76,396,0,0
2025-11-17 06:00:00,4082.74,4083.53,4082.5,4082.71,336,3,0
2025-11-17 06:01:00,4082.73,4083.29,4081.9,4083.29,206,3,0
2025-11-17 06:02:00,4083.3,4084.04,4082.89,4083.3,378,3,0
2025-11-17 06:03:00,4083.36,4083.99,4082.38,4083.45,360,0,0
2025-11-17 06:04:00,4083.69,4086.29,4083.36,4084.91,455,0,0
2025-11-17 06:05:00,4085.03,4087.22,4084.18,4086.78,649,2,0
2025-11-17 06:06:00,4086.77,4086.99,4085.67,4086.27,415,3,0
2025-11-17 06:07:00,4086.25,4088.0,4085.81,4087.16,435,3,0
2025-11-17 06:08:00,4087.14,4087.27,4085.53,4086.37,352,3,0
2025-11-17 06:09:00,4086.3,4086.96,4085.39,4086.18,319,3,0
2025-11-17 06:10:00,4086.16,4086.38,4085.08,4085.59,377,0,0
2025-11-17 06:11:00,4085.58,4086.77,4085.22,4086.19,519,3,0
2025-11-17 06:12:00,4086.2,4086.2,4084.2,4084.62,402,3,0
2025-11-17 06:13:00,4084.65,4084.89,4082.97,4084.8,432,3,0
2025-11-17 06:14:00,4084.8,4085.05,4083.54,4083.83,371,3,0
2025-11-17 06:15:00,4083.83,4084.08,4082.57,4083.27,298,3,0
2025-11-17 06:16:00,4083.28,4084.35,4083.27,4083.63,219,3,0
2025-11-17 06:17:00,4083.67,4084.17,4083.12,4083.12,224,3,0
2025-11-17 06:18:00,4083.13,4083.13,4082.26,4082.8,391,3,0
2025-11-17 06:19:00,4082.81,4082.83,4081.18,4081.65,276,3,0
2025-11-17 06:20:00,4081.64,4082.21,4081.51,4081.92,215,3,0
2025-11-17 06:21:00,4081.89,4082.49,4081.76,4082.08,145,3,0
2025-11-17 06:22:00,4082.06,4083.4,4082.04,4083.2,327,3,0
2025-11-17 06:23:00,4083.19,4083.89,4083.17,4083.88,156,3,0
2025-11-17 06:24:00,4083.89,4084.13,4083.43,4083.49,239,3,0
2025-11-17 06:25:00,4083.46,4083.83,4083.27,4083.33,196,3,0
2025-11-17 06:26:00,4083.31,4083.73,4082.91,4083.58,260,3,0
2025-11-17 06:27:00,4083.59,4083.88,4083.22,4083.5,168,3,0
2025-11-17 06:28:00,4083.51,4083.68,4083.16,4083.67,112,3,0
2025-11-17 06:29:00,4083.66,4083.67,4083.25,4083.25,190,3,0
2025-11-17 06:30:00,4083.3,4083.66,4083.17,4083.51,159,3,0
2025-11-17 06:31:00,4083.52,4083.67,4082.58,4082.79,171,3,0
2025-11-17 06:32:00,4082.79,4083.12,4081.92,4082.13,250,3,0
2025-11-17 06:33:00,4082.11,4082.18,4081.21,4081.61,223,3,0
2025-11-17 06:34:00,4081.73,4082.29,4081.25,4082.29,159,3,0
2025-11-17 06:35:00,4082.32,4083.57,4082.27,4083.3,247,0,0
2025-11-17 06:36:00,4083.29,4084.76,4083.29,4083.88,307,3,0
2025-11-17 06:37:00,4083.87,4084.14,4083.5,4083.62,261,3,0
2025-11-17 06:38:00,4083.56,4083.91,4082.85,4083.91,192,3,0
2025-11-17 06:39:00,4083.93,4083.93,4083.34,4083.83,156,3,0
2025-11-17 06:40:00,4083.84,4083.88,4082.98,4083.42,223,3,0
2025-11-17 06:41:00,4083.43,4083.68,4082.98,4083.34,208,3,0
2025-11-17 06:42:00,4083.28,4083.46,4082.99,4083.18,112,3,0
2025-11-17 06:43:00,4083.21,4084.34,4083.01,4083.67,270,3,0
2025-11-17 06:44:00,4083.65,4085.14,4083.24,4083.43,404,3,0
2025-11-17 06:45:00,4083.44,4083.68,4081.52,4081.71,354,3,0
2025-11-17 06:46:00,4081.71,4081.9,4078.73,4078.76,335,3,0
2025-11-17 06:47:00,4078.74,4079.18,4077.03,4077.13,360,3,0
2025-11-17 06:48:00,4077.13,4077.51,4076.67,4077.49,330,3,0
2025-11-17 06:49:00,4077.46,4079.79,4077.39,4079.41,331,0,0
2025-11-17 06:50:00,4079.4,4080.61,4079.23,4080.15,279,3,0
2025-11-17 06:51:00,4080.11,4081.67,4080.11,4081.64,112,3,0
2025-11-17 06:52:00,4081.61,4081.69,4080.82,4081.62,176,3,0
2025-11-17 06:53:00,4081.65,4083.14,4081.62,4082.86,131,3,0
2025-11-17 06:54:00,4082.88,4082.88,4081.63,4081.65,128,3,0
2025-11-17 06:55:00,4081.64,4081.89,4080.8,4080.94,176,3,0
2025-11-17 06:56:00,4080.93,4080.93,4079.73,4080.23,225,3,0
